CODUFMUN,COMPETEN,SUICIDE,POP_EST,RATE,SERV_ESP_NEFROLOGY,CONSELHO_OPTICIAN,SGRUPHAB_ORTHOPEDICS,CONSELHO_DENTIST,TP_UNID_PSYCOSOCIAL_CENTER,SERV_ESP_RARE_DISEASES,CONSELHO_MEDICAL_REGISTRATION_MAIS_MEDICOS,SGRUPHAB_CHRONIC_DISEASES,TP_UNID_MOBILE_HEATH_CARE,SGRUPHAB_NUTRITION_GASTROLOGY,SGRUPHAB_INTERMEDIARY_CARE,TIPO_EQP_FAMILY_HEALTH,SGRUPHAB_TEACHING,TP_UNID_RIVER_MOBILE_UNIT,SERV_ESP_HEALTH_SURVEILLANCE,SERV_ESP_PRISON,SGRUPHAB_PHYSICAL_REHABILITATION,TIPEQUIP_OTHER,CONSELHO_STATISTICIAN,TP_UNID_PRIMARY_HEALTHCARE_UNIT,TIPEQUIP_GRAPHIC_METHODS,SERV_ESP_HEMOTHERAPY,TP_UNID_HEALTH_DEPARTMENT,SERV_ESP_ADOLESCENT_HEALTH,TP_UNID_SUPPLY_CENTER,SERV_ESP_TEACHING,TP_UNID_CLINIC,SERV_ESP_URGENCY,SGRUPHAB_WORKER_HEALTHCARE,CONSELHO_NUTRITIONIST,SGRUPHAB_TRAUMA,TP_UNID_TELEHEALTH,TP_UNID_GENERAL_HOSPITAL,SERV_ESP_ORTHOPEDICS,SERV_ESP_SMOKING,TIPO_EQP_ORAL_HEALTH,SGRUPHAB_GERIATRIC,TP_UNID_HOME_CARE,CONSELHO_PSYCHOLOGIST,PROF_SUS,TP_UNID_EMERGENCY_CARE,CONSELHO_PHYSIOTHERAPIST_OCCUPATIONAL_THERAPIST,SERV_ESP_COMMITTIEES,SERV_ESP_NUTRITION/GASTROLOGY,CONSELHO_CHEMIST,TIPO_EQP_MENTAL_HEALTH,SGRUPHAB_PHYLANTHROPY,TIPO_EQP_PRIMARY_CARE,SERV_ESP_ONCOLOGY,SGRUPHAB_MENTAL_HEALTH,SERV_ESP_CARDIOVASCULAR,TP_UNID_URGENCY_CARE_REGULATOR,CONSELHO_SOCIAL_ASSISTANT,SGRUPHAB_NEPHROLOGY,TP_UNID_MIXED_EMERGENCY_UNIT,CONSELHO_NURSING,CONSELHO_PHYSICIST,TP_UNID_MULTISPECIALIST_CLINIC,TP_UNID_EDUCATIONAL_CENTER,TP_UNID_SPECIALIZED_EMERGENCY_ROOM,SGRUPHAB_NEUROLOGY,TP_UNID_CHILDBIRTH_CENTER,TP_UNID_MULTISPECIALIST_PRIMARY_HEALTHCARE,CONSELHO_PHYSICAL_EDUCATION,TP_UNID_DIAGNOSTIC_CENTER,SERV_ESP_TELEHEALTH,SGRUPHAB_HIV/AIDS,SERV_ESP_REHABILITATION,SGRUPHAB_GENETICS,TP_UNID_FAMILY_CENTER,SERV_ESP_ORAL_HEALTH,CONSELHO_RADIOLOGIST,SGRUPHAB_OBESITY,TP_UNID_MOBILE_URGENCY_CARE,TP_UNID_HEALTHCARE_REGULATOR,IND_SUS,TIPO_EQP_HEALTH_AGENTS,TP_UNID_HOME_CARE_UNIT,CONSELHO_PEDAGOGY,SGRUPHAB_TRANSPLANT,TP_UNID_NOTIFICATION_CENTER,SERV_ESP_HEARING_HEALTH,CONSELHO_SPEECH_THERAPIST,SGRUPHAB_ODONTOLOGY,TP_UNID_SPECIALIZED_HOSPITAL,TIPEQUIP_DENTISTRY,VINC_SUS,Leitos,SERV_ESP_OPHTHALMOLOGY,SERV_ESP_INDIGENOUS_HEALTH,TIPO_EQP_INDIGENOUS_HEALTH,SERV_ESP_DIAGNOSIS,SGRUPHAB_URGENCY,TIPEQUIP_LIFE_MAINTAINING,SGRUPHAB_AURICULAR,TP_UNID_IMMUNIZATION_CENTER,SERV_ESP_IMUNIZATION,TP_UNID_CENTRAL_LABORATORY,CONSELHO_RADIOLOGY_TECHNICIAN,TIPEQUIP_INFRASTRUCTURE,TP_UNID_SHORTSTAY_HOSPITAL,SGRUPHAB_TRANSEXUAL_CHANGE,SGRUPHAB_OPHTHALMOLOGY,TIPEQUIP_OPTICAL_METHODS,SERV_ESP_BASIC_HEALTH,TP_UNID_ACCESS_CENTER,SGRUPHAB_ICU,CNES,SERV_ESP_REPRODUCTIVE_HEALTH,SERV_ESP_ICU,SGRUPHAB_CARDIOVASCULAR,SERV_ESP_SEXUAL_VIOLENCE,TP_UNID_INDIGENOUS_CENTER,TP_UNID_PHARMACY,SERV_ESP_PNEUMOLOGY,CONSELHO_PHYSICIAN,TIPEQUIP_IMAGE_DIAGNOSIS,TP_UNID_HEALTH_INSURANCE,CONSELHO_BIOLOGIST,TP_UNID_HEALTHCARE_SURVEILLANCE,SERV_ESP_SURGERY,SGRUPHAB_SURGERY,TP_UNID_GENERAL_EMERGENCY_ROOM,SERV_ESP_NEUROLOGY,SERV_ESP_PHYSICALTHERAPY,CONSELHO_PHARMACIST,SGRUPHAB_PREGNANCY,CONSELHO_BIOMEDICINE,CONSELHO_VETERINARIAN,TP_UNID_PREVENTION_CENTER,SERV_ESP_PHARMACY,SERV_ESP_STI/HIV/AIDS,SERV_ESP_PREGNANCY,TP_UNID_PUBLIC_HEALTH_LABORATORY,SERV_ESP_TRANSSEXUAL,SERV_ESP_ENDOCRINOLOGY,NULEITOS,TP_UNID_HEMOTHERAPY_CENTER,SGRUPHAB_ONCOLOGY,SERV_ESP_MENTAL_HEALTH,SERV_ESP_TUBERCULOSIS/HANSENS_DISEASES,TIPO_EQP_PRISION_HEALTH,SERV_ESP_TRANSPLANT,TP_UNID_SPECIALIST_UNIT,TIPEQUIP_AUDIOLOGY,AMB_SUS,SERV_ESP_OBESITY,HOSP_SUS,RATE_SUICIDE
220050,201101,1,17609,5.678914191606565,0,0,0,9,1,0,0,0,0,0,0,0,0,0,16,0,0,4,0,9,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,2,158,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,19,54,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,59825991,0,0,0,0,0,0,0,56,5,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,0,2,0,20,0,1,1
220050,201103,1,17609,5.678914191606565,0,0,0,9,1,0,0,0,0,0,0,0,0,0,16,0,0,4,0,9,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,2,159,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,19,54,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,59825991,0,0,0,0,0,0,0,56,5,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,0,2,0,20,0,1,1
220050,201111,1,17609,5.678914191606565,0,0,0,8,1,0,0,0,0,0,0,1,0,0,16,0,0,4,0,9,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,2,162,0,14,0,0,0,0,0,0,0,1,0,0,2,0,0,24,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,7,19,54,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,59825991,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,0,2,0,20,0,1,1
220050,201208,1,17609,5.678914191606565,0,0,0,8,1,0,0,0,0,0,0,1,0,0,16,0,0,4,0,9,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,2,159,0,14,0,0,0,0,0,0,0,1,0,0,2,0,0,23,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,7,19,54,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,56016412,0,0,0,0,0,0,0,41,5,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,0,1,0,19,0,1,1
220050,201309,1,17609,5.678914191606565,0,0,0,9,1,0,0,0,0,0,0,0,0,0,16,0,0,4,0,9,2,0,1,0,0,0,0,1,0,0,0,0,2,2,0,5,0,0,2,164,0,14,0,0,0,0,0,0,0,1,0,0,2,0,0,28,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,7,21,54,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,70483143,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,21,0,1,1
220050,201312,1,17609,5.678914191606565,0,0,0,9,1,0,0,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,0,0,0,2,3,0,7,0,0,6,177,0,12,0,0,0,0,0,0,0,1,0,0,4,0,0,27,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,8,22,74,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,77830165,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,1,5,0,2,1,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,22,0,1,1
220050,201411,1,17609,5.678914191606565,0,0,0,10,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,1,0,0,2,3,0,7,0,0,6,173,0,12,0,0,0,0,0,0,0,1,0,0,3,0,0,27,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,2,0,0,8,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,1,7,0,3,1,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201501,1,17609,5.678914191606565,0,0,0,10,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,1,0,0,2,3,0,7,0,0,6,182,0,12,0,0,0,0,0,0,0,1,0,0,4,0,0,28,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,2,0,0,8,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,1,7,0,3,1,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201511,1,17609,5.678914191606565,0,0,0,11,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,1,0,0,2,3,0,7,0,0,3,141,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,29,0,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,8,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201605,1,17609,5.678914191606565,0,0,0,12,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,1,0,0,2,3,0,7,0,0,3,142,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,29,0,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,8,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201702,1,17609,5.678914191606565,0,0,0,11,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,10,2,0,1,0,0,0,0,1,0,2,0,0,2,3,0,6,0,0,2,152,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,33,0,0,0,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,8,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,85254273,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,7,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201703,1,17609,5.678914191606565,0,0,0,12,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,2,0,0,2,3,0,7,0,0,2,156,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,35,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,9,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201704,1,17609,5.678914191606565,0,0,0,12,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,2,0,0,2,3,0,7,0,0,2,154,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,36,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,9,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201711,1,17609,5.678914191606565,0,0,0,10,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,3,0,0,2,3,0,7,0,0,2,174,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,10,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201712,1,17609,5.678914191606565,0,0,0,10,1,0,2,0,0,0,0,1,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,3,0,0,2,3,0,7,0,0,2,174,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,10,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,85254273,0,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201805,1,17609,5.678914191606565,0,0,0,12,1,0,2,0,0,0,0,3,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,3,0,0,2,3,0,7,0,0,3,175,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,10,23,74,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,85254273,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201905,2,17609,11.35782838321313,0,0,0,11,1,0,0,0,0,0,0,3,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,3,0,0,2,4,0,7,0,0,4,137,0,14,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,0,0,0,0,7,1,5,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,1,0,0,10,23,74,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,95038057,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,2
220050,201906,1,17609,5.678914191606565,0,0,0,11,1,0,0,0,0,0,0,3,0,0,17,0,0,4,0,9,2,0,1,0,0,0,0,1,0,3,0,0,2,4,0,7,0,0,4,136,0,14,0,0,0,0,0,0,0,1,0,0,1,0,0,57,0,0,0,0,0,0,7,1,5,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,1,0,0,10,23,74,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,95038057,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,23,0,1,1
220050,201912,1,17609,5.678914191606565,0,0,0,11,1,0,0,0,0,0,0,1,0,0,17,0,0,4,0,8,2,0,1,0,0,0,0,1,0,3,0,0,2,2,0,9,0,0,4,139,0,17,0,0,0,0,0,0,0,1,0,0,1,0,0,60,0,0,0,0,0,0,8,1,4,0,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,0,1,0,0,11,22,74,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,87740965,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0,0,22,0,1,1
220050,202103,1,17609,5.678914191606565,0,0,0,17,1,0,0,0,0,0,2,10,0,0,17,0,0,4,0,8,2,0,1,0,0,0,0,1,0,4,0,0,2,3,0,9,0,0,4,149,0,10,0,0,0,0,0,0,0,1,0,0,2,0,0,66,2,0,2,0,0,0,11,1,5,0,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,0,1,0,0,11,28,78,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,8,0,0,97567543,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,9,0,0,0,2,0,0,1,3,0,0,0,0,23,0,1,1
220050,202108,1,17609,5.678914191606565,0,0,0,18,1,0,0,0,0,0,0,10,0,0,17,0,0,4,0,8,2,0,1,0,0,0,0,1,0,5,0,0,2,2,0,9,0,0,5,156,0,16,0,0,0,0,0,0,0,1,0,0,2,0,0,61,2,0,2,0,0,0,11,1,5,0,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,0,2,0,0,11,28,78,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,8,0,0,97567543,0,0,0,0,0,0,0,41,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0,0,22,0,1,1
220050,202205,1,17609,5.678914191606565,0,0,0,22,1,0,1,0,0,0,0,10,0,0,18,0,0,4,0,8,2,0,1,0,0,0,0,1,0,7,0,0,2,3,0,9,0,0,5,189,0,16,0,0,0,0,0,0,0,1,0,0,1,0,0,84,0,0,2,0,0,0,12,3,5,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0,0,2,0,0,12,29,78,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,11,0,0,98522621,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,10,0,0,0,0,0,0,1,3,0,0,0,0,26,0,1,1
220050,202305,2,17609,11.35782838321313,0,0,0,20,1,0,1,0,0,0,0,10,0,0,18,0,0,4,0,8,2,0,1,0,0,0,0,1,0,9,0,0,2,3,0,9,0,0,5,187,0,22,0,0,0,0,0,0,0,1,0,0,1,0,0,78,0,0,2,0,0,0,12,7,5,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0,0,1,0,0,12,29,74,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,11,0,0,98522621,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,10,0,0,0,0,0,0,1,3,0,0,0,0,26,0,1,2
220050,202307,1,17609,5.678914191606565,0,0,0,20,1,0,1,0,0,0,0,10,0,0,18,0,0,4,0,8,2,0,1,0,0,0,0,1,0,9,0,0,2,3,0,9,0,0,5,194,0,23,0,0,0,0,0,0,0,1,0,0,2,0,0,82,0,0,2,0,0,0,12,7,5,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0,0,2,0,0,12,29,74,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,11,0,0,98522621,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,10,0,0,0,0,0,0,1,3,0,0,0,0,26,0,1,1
220060,200901,1,6779,14.751438265230862,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,44,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,13,14,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,37020513,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,12,0,2,2
220060,201003,1,6779,14.751438265230862,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,26,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,34696620,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,12,0,2,2
220060,201007,1,6779,14.751438265230862,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,26,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,34696620,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,12,0,2,2
220060,201106,1,6779,14.751438265230862,0,0,0,3,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,49,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,27,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,12,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,34696620,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,12,0,2,2
220060,201212,1,6779,14.751438265230862,0,0,0,5,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,3,41,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,8,2,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,12,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,41682370,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,12,0,2,2
220060,201303,1,6779,14.751438265230862,0,0,0,5,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,2,40,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,8,2,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,12,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,41682370,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,12,0,2,2
220060,201403,1,6779,14.751438265230862,0,0,0,6,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,45,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,23,0,0,0,0,0,0,8,2,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,13,12,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,48952208,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,13,0,2,2
220060,201504,1,6779,14.751438265230862,0,0,0,6,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,1,51,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,30,0,0,0,0,0,0,8,2,4,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,4,14,12,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,56587945,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,14,0,2,2
220060,201608,1,6779,14.751438265230862,0,0,0,7,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,1,37,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,8,2,4,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,3,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,54264052,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,13,0,1,2
220060,202007,1,6779,14.751438265230862,0,0,0,5,1,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,66,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,40,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,15,15,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,58772025,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,14,0,2,2
